avepauseduratin,avelongpause,speakingtot,articulationrate,mr,q50,std,fmax,fmin,vowelinx2,formantmean,formantstd,ins,fillerratio,speakingrate
1.0,-0.10207968134861738,-0.34157342740775065,-0.055567180350844486,0.01228996202535599,-0.02921882503302997,0.03223524255852126,-0.0816521595624333,0.0820611563768429,-0.07597835220606663,-0.06560335769050636,0.11580026414181506,-0.023143624037267153,-0.03590120468804784,-0.43771018288833724
-0.10207968134861738,1.0,0.28706023175948747,-0.05280634286886554,0.03271404844707114,0.04464624388575681,0.049058340695752496,0.06313492987271002,0.0006531401625456858,-0.08190484273421378,-0.27335798912984327,0.06568219107953718,0.04335987728865506,0.5163100935189607,0.4492528502135316
-0.34157342740775065,0.28706023175948747,1.0,0.0761675493933227,0.006308395697978949,0.08830658753629024,0.0797317016666719,0.19076598167534325,-0.13855335492129828,0.08586887592881183,0.030728928616311223,-0.11307215330908542,0.10548211988115634,0.164822050504644,0.5353682950827549
-0.055567180350844486,-0.05280634286886554,0.0761675493933227,1.0,-0.018326125562301336,0.13318003272477236,0.1396429208071567,0.14311195342914634,-0.15412563346412453,0.2641786436409506,0.3154139675866964,0.05332308337031653,0.044922737571211645,-0.058402796341709355,0.5247132934375729
0.01228996202535599,0.03271404844707114,0.006308395697978949,-0.018326125562301336,1.0,0.11691320948055677,0.07943726306298333,0.11012505062363245,0.27072493962728444,0.0019140628982712703,-0.022925645398961476,-0.012374436285730634,-0.03347682479737888,0.03375345727421359,-0.0033505598589567112
-0.02921882503302997,0.04464624388575681,0.08830658753629024,0.13318003272477236,0.11691320948055677,1.0,0.32996018453737064,0.19973826167907155,0.0658750065438111,0.1328845426193735,0.08201046745659972,-0.014389277887731573,-0.05101921494170432,-0.004975793098412367,0.15308282074957877
0.03223524255852126,0.049058340695752496,0.0797317016666719,0.1396429208071567,0.07943726306298333,0.32996018453737064,1.0,0.47197608014796644,-0.08446314290288039,0.0488689014341502,-0.04154215015662023,-0.0005746725110772428,0.004242206417020133,0.09142243283327206,0.12169317760834139
-0.0816521595624333,0.06313492987271002,0.19076598167534325,0.14311195342914634,0.11012505062363245,0.19973826167907155,0.47197608014796644,1.0,-0.03478504606970843,0.09036614980873563,0.028274331925274537,-0.043979907255369856,0.052976307671653046,0.04376205960973951,0.20631754425999835
0.0820611563768429,0.0006531401625456858,-0.13855335492129828,-0.15412563346412453,0.27072493962728444,0.0658750065438111,-0.08446314290288039,-0.03478504606970843,1.0,-0.12387983907133535,-0.12691742841262235,-0.019071209792166192,-0.08446982365431203,0.01411353708183479,-0.15798029665493638
-0.07597835220606663,-0.08190484273421378,0.08586887592881183,0.2641786436409506,0.0019140628982712703,0.1328845426193735,0.0488689014341502,0.09036614980873563,-0.12387983907133535,1.0,0.48738265672185216,-0.1118713977733055,0.035698222928648035,-0.18260168130992596,0.15095530416207784
-0.06560335769050636,-0.27335798912984327,0.030728928616311223,0.3154139675866964,-0.022925645398961476,0.08201046745659972,-0.04154215015662023,0.028274331925274537,-0.12691742841262235,0.48738265672185216,1.0,0.40087148946485607,-0.009611622970039969,-0.38248812015711764,0.0011680706969320917
0.11580026414181506,0.06568219107953718,-0.11307215330908542,0.05332308337031653,-0.012374436285730634,-0.014389277887731573,-0.0005746725110772428,-0.043979907255369856,-0.019071209792166192,-0.1118713977733055,0.40087148946485607,1.0,-0.017020610746157093,0.26316421930113065,-0.03886887506131572
-0.023143624037267153,0.04335987728865506,0.10548211988115634,0.044922737571211645,-0.03347682479737888,-0.05101921494170432,0.004242206417020133,0.052976307671653046,-0.08446982365431203,0.035698222928648035,-0.009611622970039969,-0.017020610746157093,1.0,0.027023755520479375,0.10000746267179621
-0.03590120468804784,0.5163100935189607,0.164822050504644,-0.058402796341709355,0.03375345727421359,-0.004975793098412367,0.09142243283327206,0.04376205960973951,0.01411353708183479,-0.18260168130992596,-0.38248812015711764,0.26316421930113065,0.027023755520479375,1.0,0.33075316109840835
-0.43771018288833724,0.4492528502135316,0.5353682950827549,0.5247132934375729,-0.0033505598589567112,0.15308282074957877,0.12169317760834139,0.20631754425999835,-0.15798029665493638,0.15095530416207784,0.0011680706969320917,-0.03886887506131572,0.10000746267179621,0.33075316109840835,1.0
